case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-02133,Arbitration,NCLAT,3,Gujarat,IT / Technology,2014-12-27,2016-02-20,14,197.45,0.63,0,0,5,0,0,1,Settlement / Compromise,
SYNTH-02134,Partition,District Court,1,Punjab,Telecom,2018-12-22,2023-03-01,51,62.91,0.7,0,0,32,0,1,0,Dismissed for default,
SYNTH-02135,Partition,Consumer Forum (District),1,Tamil Nadu,Retail,2021-08-12,2022-07-08,11,38.67,0.45,0,0,9,0,0,0,Transferred,
SYNTH-02136,Commercial Dispute,District Court,1,Karnataka,Healthcare,2019-01-17,2025-05-15,77,17.03,0.69,0,0,33,0,0,0,Dismissed on merits,
SYNTH-02137,Writ (HC),NCLT,2,Telangana,Infrastructure,2020-11-13,2023-04-02,29,13.4,0.78,0,0,11,1,1,1,Settlement / Compromise,
SYNTH-02138,Commercial Dispute,Consumer Forum (State),2,Rajasthan,Others,2014-02-20,2015-05-16,15,48.07,0.34,0,0,0,0,0,0,Transferred,
SYNTH-02139,Injunction,Supreme Court,4,Punjab,Energy,2014-03-30,2019-08-01,65,1086.58,0.74,0,0,38,0,1,1,Decree in favour of plaintiff,
SYNTH-02140,Partition,High Court (Appeal),3,Rajasthan,Telecom,2017-03-11,2019-11-26,33,50.64,0.66,0,0,25,0,0,0,Decree in favour of defendant,
SYNTH-02141,Arbitration,High Court (Original),3,Telangana,Others,2019-09-24,2021-04-16,19,136.78,0.26,1,0,11,1,0,0,Decree in favour of defendant,
SYNTH-02142,Money Recovery,High Court (Appeal),3,West Bengal,Real Estate,2017-05-05,2021-07-13,51,509.07,0.36,0,0,38,1,0,1,Decree in favour of plaintiff,87.85
SYNTH-02143,Civil Suit,District Court,1,Punjab,Banking & Finance,2011-06-29,2017-06-27,73,228.17,0.41,1,0,29,0,1,0,Withdrawn,
SYNTH-02144,Consumer Dispute,NCLT,2,Delhi,Manufacturing,2015-02-02,2018-10-14,45,35.0,0.72,0,0,36,1,0,1,Settlement / Compromise,
SYNTH-02145,Labour / Employment,Consumer Forum (State),2,Uttar Pradesh,Retail,2021-02-12,2022-03-09,13,403.46,0.43,0,0,30,1,0,0,Dismissed for default,
SYNTH-02146,IP Infringement,NCLAT,3,Punjab,Infrastructure,2018-08-10,2020-07-30,24,33.81,0.41,0,0,8,1,1,0,Settlement / Compromise,
SYNTH-02147,Liquidation (IBC),District Court,1,Maharashtra,Others,2014-02-05,2019-03-11,62,61.09,0.38,0,1,31,0,0,0,Dismissed on merits,1.25
SYNTH-02148,Liquidation (IBC),NCLT,2,Delhi,Healthcare,2018-12-27,2024-05-29,66,127.08,0.32,0,0,34,0,0,0,Dismissed on merits,1.03
SYNTH-02149,Liquidation (IBC),Supreme Court,4,Punjab,Retail,2012-12-14,2020-10-03,95,4.38,0.73,1,0,15,0,1,1,Settlement / Compromise,23.15
SYNTH-02150,Money Recovery,Supreme Court,4,Tamil Nadu,IT / Technology,2021-10-20,2026-07-26,58,30.37,0.49,0,0,18,0,1,0,Withdrawn,5.2
SYNTH-02151,Specific Performance,Consumer Forum (District),1,West Bengal,Banking & Finance,2012-09-14,2013-11-08,14,146.68,0.64,0,0,12,0,0,1,Decree in favour of plaintiff,
SYNTH-02152,Civil Suit,District Court,1,Tamil Nadu,Retail,2021-02-16,2022-11-08,21,55.31,0.52,0,0,31,0,0,1,Decree in favour of plaintiff,
SYNTH-02153,Labour / Employment,Commercial Court,2,Maharashtra,Others,2014-01-09,2017-11-19,47,27.91,0.78,1,0,39,0,0,0,Settlement / Compromise,
SYNTH-02154,Liquidation (IBC),High Court (Appeal),3,Telangana,IT / Technology,2020-11-11,2023-03-31,29,162.11,0.36,0,0,11,0,0,0,Dismissed on merits,10.07
SYNTH-02155,Specific Performance,Consumer Forum (District),1,Tamil Nadu,Healthcare,2010-01-01,2013-02-14,38,320.5,0.68,0,1,34,0,1,0,Settlement / Compromise,
SYNTH-02156,Civil Suit,Commercial Court,2,Uttar Pradesh,Healthcare,2020-07-20,2026-01-20,67,374.68,0.48,1,0,4,0,0,1,Settlement / Compromise,
SYNTH-02157,CIRP (IBC),Commercial Court,2,Tamil Nadu,IT / Technology,2015-05-12,2015-09-09,4,107.41,0.78,0,0,22,1,0,1,Settlement / Compromise,25.35
SYNTH-02158,Writ (HC),District Court,1,Maharashtra,Healthcare,2011-08-25,2014-09-08,37,43.67,0.56,0,1,22,0,1,0,Withdrawn,
SYNTH-02159,Specific Performance,Consumer Forum (District),1,West Bengal,Real Estate,2016-02-01,2018-02-20,25,59.43,0.65,0,0,15,0,1,1,Settlement / Compromise,
SYNTH-02160,IP Infringement,Consumer Forum (District),1,Telangana,Banking & Finance,2020-08-09,2021-07-05,11,22.99,0.25,0,0,0,0,0,0,Dismissed for default,
SYNTH-02161,Specific Performance,Consumer Forum (State),2,Uttar Pradesh,Real Estate,2010-05-31,2011-12-22,19,4.16,0.8,0,0,34,1,1,1,Settlement / Compromise,
SYNTH-02162,Writ (HC),High Court (Appeal),3,Uttar Pradesh,Energy,2018-08-01,2020-04-22,21,39.78,0.47,0,0,2,1,0,0,Decree in favour of defendant,
SYNTH-02163,Appeal (HC),Supreme Court,4,West Bengal,Healthcare,2016-04-02,2026-04-10,122,24.45,0.6,0,1,28,0,1,1,Decree in favour of plaintiff,
SYNTH-02164,Writ (HC),High Court (Original),3,Tamil Nadu,Manufacturing,2017-07-31,2019-07-21,24,9.28,0.3,0,0,27,0,0,0,Decree in favour of defendant,
SYNTH-02165,Consumer Dispute,NCLAT,3,Uttar Pradesh,Energy,2019-05-14,2020-11-04,18,320.18,0.32,1,0,29,1,0,1,Decree in favour of plaintiff,
SYNTH-02166,Labour / Employment,District Court,1,Punjab,Infrastructure,2019-09-09,2030-05-14,130,83.77,0.52,0,0,35,0,0,0,Transferred,
SYNTH-02167,Appeal (HC),District Court,1,Tamil Nadu,Banking & Finance,2012-08-20,2016-10-28,51,24.16,0.58,0,0,40,0,0,0,Withdrawn,
SYNTH-02168,Partition,Commercial Court,2,Delhi,Healthcare,2013-04-04,2014-10-26,19,140.3,0.7,0,1,34,1,0,1,Settlement / Compromise,
SYNTH-02169,Labour / Employment,High Court (Original),3,Karnataka,Infrastructure,2018-12-16,2021-06-03,30,42.8,0.38,0,0,25,1,0,0,Settlement / Compromise,
SYNTH-02170,Arbitration,District Court,1,Telangana,IT / Technology,2015-01-25,2018-12-05,47,22.51,0.58,0,1,30,0,0,1,Settlement / Compromise,
SYNTH-02171,Consumer Dispute,Consumer Forum (District),1,Maharashtra,Telecom,2011-04-10,2012-10-31,19,2.64,0.72,0,0,8,0,0,0,Withdrawn,
SYNTH-02172,Specific Performance,Commercial Court,2,Rajasthan,Retail,2018-10-04,2021-04-21,31,1858.75,0.66,0,0,15,0,0,1,Decree in favour of plaintiff,
SYNTH-02173,Injunction,Supreme Court,4,Delhi,Infrastructure,2019-02-20,2022-11-01,45,95.66,0.35,0,0,24,0,0,0,Decree in favour of defendant,
SYNTH-02174,Money Recovery,Supreme Court,4,West Bengal,Energy,2021-12-28,2029-06-19,91,372.53,0.42,1,0,35,0,1,0,Dismissed on merits,15.33
SYNTH-02175,Civil Suit,Supreme Court,4,Delhi,Healthcare,2017-06-01,2019-05-22,24,81.52,0.76,1,0,25,0,0,1,Settlement / Compromise,
SYNTH-02176,Injunction,District Court,1,Punjab,Banking & Finance,2021-11-28,2026-02-05,51,32.51,0.74,1,0,17,0,0,0,Transferred,
SYNTH-02177,IP Infringement,District Court,1,Delhi,Infrastructure,2014-11-08,2018-06-20,44,67.73,0.57,0,0,3,0,0,1,Decree in favour of plaintiff,
SYNTH-02178,Injunction,NCLAT,3,Punjab,Healthcare,2010-07-10,2012-03-31,21,88.21,0.58,0,0,29,0,0,0,Dismissed for default,
SYNTH-02179,IP Infringement,High Court (Appeal),3,West Bengal,Real Estate,2012-07-07,2015-07-22,37,97.17,0.57,0,0,2,1,0,0,Dismissed on merits,
SYNTH-02180,IP Infringement,High Court (Original),3,Telangana,Others,2020-05-24,2022-12-10,31,143.03,0.44,0,0,18,0,0,0,Transferred,
SYNTH-02181,Civil Suit,High Court (Original),3,Maharashtra,Banking & Finance,2017-02-26,2019-04-17,26,60.92,0.41,0,0,18,0,0,1,Decree in favour of plaintiff,
SYNTH-02182,Civil Suit,Consumer Forum (State),2,Telangana,Healthcare,2012-09-16,2013-09-11,12,31.35,0.65,0,0,22,0,0,1,Decree in favour of plaintiff,
SYNTH-02183,Commercial Dispute,Supreme Court,4,Delhi,Healthcare,2013-07-09,2020-01-04,79,11.58,0.73,0,0,9,1,0,1,Decree in favour of plaintiff,
SYNTH-02184,Commercial Dispute,Supreme Court,4,West Bengal,Real Estate,2010-04-09,2014-06-17,51,1.48,0.38,0,0,26,0,0,0,Dismissed for default,
SYNTH-02185,Civil Suit,Consumer Forum (District),1,Maharashtra,Healthcare,2016-08-24,2017-06-20,10,10.38,0.5,0,0,25,1,1,0,Decree in favour of defendant,
SYNTH-02186,Arbitration,Consumer Forum (State),2,Maharashtra,Retail,2010-08-11,2012-12-28,29,90.03,0.29,0,0,4,0,0,0,Settlement / Compromise,
SYNTH-02187,Labour / Employment,Consumer Forum (District),1,Telangana,IT / Technology,2012-02-09,2013-09-01,19,30.76,0.42,1,0,36,1,1,1,Settlement / Compromise,
SYNTH-02188,Partition,Commercial Court,2,Gujarat,Manufacturing,2015-07-03,2017-01-23,19,159.82,0.57,0,0,3,0,0,1,Decree in favour of plaintiff,
SYNTH-02189,Appeal (HC),Commercial Court,2,Punjab,Banking & Finance,2017-03-05,2019-04-24,26,33.09,0.63,0,0,3,1,0,1,Settlement / Compromise,
SYNTH-02190,Appeal (HC),Consumer Forum (State),2,West Bengal,Banking & Finance,2021-12-03,2026-04-11,53,1017.36,0.47,0,0,25,0,0,0,Settlement / Compromise,
SYNTH-02191,Partition,Consumer Forum (State),2,Uttar Pradesh,Real Estate,2014-05-15,2015-08-08,15,119.55,0.73,0,0,40,0,0,1,Decree in favour of plaintiff,
SYNTH-02192,Appeal (HC),NCLAT,3,Maharashtra,Energy,2020-07-06,2027-05-31,84,83.12,0.28,0,0,30,0,0,0,Transferred,
SYNTH-02193,Partition,NCLT,2,Tamil Nadu,Manufacturing,2010-02-18,2012-09-05,31,50.22,0.69,1,0,1,0,0,1,Decree in favour of plaintiff,
SYNTH-02194,IP Infringement,High Court (Appeal),3,West Bengal,IT / Technology,2013-03-22,2017-07-29,53,169.41,0.63,0,0,8,1,0,0,Decree in favour of defendant,
SYNTH-02195,Civil Suit,NCLT,2,Rajasthan,Retail,2014-03-05,2015-06-28,16,52.47,0.73,0,0,10,0,0,1,Decree in favour of plaintiff,
SYNTH-02196,Specific Performance,High Court (Original),3,Gujarat,Infrastructure,2013-09-16,2014-08-12,11,39.89,0.49,0,0,10,1,0,1,Settlement / Compromise,
SYNTH-02197,Injunction,District Court,1,Tamil Nadu,Infrastructure,2015-05-07,2017-10-23,30,90.81,0.63,1,1,0,1,0,0,Settlement / Compromise,
SYNTH-02198,Specific Performance,Consumer Forum (State),2,Punjab,Real Estate,2016-07-31,2017-07-26,12,25.32,0.33,0,0,4,0,0,1,Decree in favour of plaintiff,
SYNTH-02199,Arbitration,Consumer Forum (District),1,Rajasthan,Healthcare,2017-03-15,2019-10-31,32,19.8,0.72,0,0,21,1,0,1,Settlement / Compromise,
SYNTH-02200,Writ (HC),Supreme Court,4,Telangana,Manufacturing,2011-07-23,2013-06-12,23,80.34,0.36,0,0,0,0,0,0,Decree in favour of defendant,
SYNTH-02201,Appeal (HC),High Court (Appeal),3,Rajasthan,Telecom,2013-06-21,2016-01-07,31,41.31,0.35,0,0,9,0,0,0,Transferred,
SYNTH-02202,Partition,High Court (Appeal),3,Telangana,Telecom,2011-09-10,2014-01-27,29,1055.32,0.48,0,0,2,0,0,0,Withdrawn,
SYNTH-02203,Labour / Employment,District Court,1,Gujarat,Infrastructure,2019-12-08,2021-09-28,22,3828.56,0.25,0,1,24,0,0,1,Settlement / Compromise,
SYNTH-02204,Labour / Employment,Consumer Forum (State),2,Telangana,Real Estate,2016-10-28,2018-09-18,23,71.89,0.32,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-02205,CIRP (IBC),High Court (Original),3,West Bengal,Infrastructure,2016-01-23,2018-04-12,27,21.65,0.26,0,0,23,0,0,0,Dismissed on merits,3.57
SYNTH-02206,Writ (HC),NCLAT,3,Uttar Pradesh,Healthcare,2010-01-20,2010-10-17,9,2.06,0.71,0,0,2,1,0,0,Settlement / Compromise,
SYNTH-02207,Labour / Employment,Supreme Court,4,Punjab,Manufacturing,2015-11-20,2021-06-21,68,195.14,0.77,0,0,28,1,0,1,Decree in favour of plaintiff,
SYNTH-02208,Liquidation (IBC),Commercial Court,2,Telangana,Others,2014-11-18,2015-11-13,12,151.13,0.79,0,0,31,0,0,1,Decree in favour of plaintiff,34.6
SYNTH-02209,Specific Performance,Commercial Court,2,Telangana,Others,2021-05-08,2026-07-11,63,33.31,0.48,0,0,20,0,1,0,Decree in favour of defendant,
SYNTH-02210,Injunction,High Court (Appeal),3,Telangana,Retail,2019-05-09,2020-09-30,17,877.07,0.68,0,0,8,0,0,0,Dismissed on merits,
SYNTH-02211,Injunction,Commercial Court,2,Maharashtra,Healthcare,2012-04-06,2013-12-27,21,42.2,0.34,0,0,34,0,1,1,Settlement / Compromise,
SYNTH-02212,Liquidation (IBC),NCLT,2,Karnataka,Infrastructure,2017-08-12,2020-08-26,37,54.21,0.38,1,0,11,0,0,0,Withdrawn,3.44
SYNTH-02213,IP Infringement,High Court (Appeal),3,Karnataka,Healthcare,2021-11-29,2026-01-07,50,154.94,0.64,0,0,11,0,0,1,Settlement / Compromise,
SYNTH-02214,Consumer Dispute,Supreme Court,4,Karnataka,Manufacturing,2020-05-05,2033-02-26,156,2.09,0.66,0,1,32,0,0,1,Decree in favour of plaintiff,
SYNTH-02215,Liquidation (IBC),Consumer Forum (District),1,West Bengal,Banking & Finance,2020-11-01,2022-05-25,19,326.23,0.28,0,0,18,1,0,0,Transferred,0.58
SYNTH-02216,Consumer Dispute,High Court (Appeal),3,Telangana,Retail,2015-09-24,2018-10-08,37,84.63,0.57,0,0,36,0,0,1,Settlement / Compromise,
SYNTH-02217,Labour / Employment,District Court,1,Uttar Pradesh,Manufacturing,2017-04-12,2022-10-13,67,16.92,0.53,0,0,36,0,0,1,Settlement / Compromise,
SYNTH-02218,IP Infringement,District Court,1,West Bengal,Banking & Finance,2019-12-23,2024-05-30,54,13.21,0.33,0,0,34,1,0,1,Decree in favour of plaintiff,
SYNTH-02219,Commercial Dispute,Supreme Court,4,West Bengal,IT / Technology,2012-12-20,2018-07-22,68,59.13,0.25,0,0,20,0,0,1,Decree in favour of plaintiff,
SYNTH-02220,CIRP (IBC),NCLAT,3,Karnataka,IT / Technology,2021-09-22,2022-08-18,11,565.25,0.77,0,0,22,0,0,0,Transferred,1.02
SYNTH-02221,Commercial Dispute,Consumer Forum (District),1,Uttar Pradesh,Infrastructure,2016-02-28,2020-04-07,50,133.97,0.25,1,0,21,0,0,0,Dismissed for default,
SYNTH-02222,Appeal (HC),NCLT,2,Telangana,IT / Technology,2011-04-16,2013-01-05,21,35.89,0.45,0,0,20,1,1,1,Settlement / Compromise,
SYNTH-02223,Money Recovery,NCLT,2,Tamil Nadu,Energy,2021-06-28,2027-09-25,76,13.2,0.57,0,0,9,0,0,1,Decree in favour of plaintiff,40.17
SYNTH-02224,Liquidation (IBC),Supreme Court,4,Rajasthan,Real Estate,2019-07-21,2025-04-20,70,148.27,0.26,0,0,30,0,0,0,Transferred,1.0
SYNTH-02225,Commercial Dispute,High Court (Appeal),3,West Bengal,Real Estate,2014-05-09,2017-02-22,34,4.15,0.28,0,0,17,1,0,0,Dismissed on merits,
SYNTH-02226,Civil Suit,High Court (Original),3,Telangana,Banking & Finance,2017-06-19,2019-01-10,19,147.42,0.65,0,0,14,1,0,1,Settlement / Compromise,
SYNTH-02227,Specific Performance,High Court (Appeal),3,Punjab,Telecom,2010-04-10,2012-03-30,24,6.14,0.57,0,1,38,0,0,0,Dismissed for default,
SYNTH-02228,IP Infringement,High Court (Original),3,Uttar Pradesh,Real Estate,2016-02-13,2023-08-05,91,4.81,0.44,0,0,13,0,0,0,Dismissed for default,
SYNTH-02229,Arbitration,NCLT,2,Delhi,Others,2010-12-13,2013-01-01,25,49.95,0.51,0,0,31,1,0,0,Dismissed on merits,
SYNTH-02230,CIRP (IBC),NCLAT,3,Delhi,Infrastructure,2014-12-30,2017-10-15,34,3.31,0.57,0,0,37,0,0,0,Dismissed on merits,0.64
SYNTH-02231,Civil Suit,Supreme Court,4,Gujarat,Energy,2013-10-13,2016-11-26,38,139.97,0.64,0,0,2,0,0,0,Settlement / Compromise,
SYNTH-02232,Arbitration,High Court (Original),3,Tamil Nadu,Banking & Finance,2021-09-04,2023-06-26,22,577.36,0.4,0,1,12,0,1,1,Decree in favour of plaintiff,
SYNTH-02233,Appeal (HC),Consumer Forum (District),1,Telangana,Banking & Finance,2020-04-24,2021-04-19,12,1.36,0.51,0,0,39,0,0,0,Dismissed for default,
SYNTH-02234,Commercial Dispute,Consumer Forum (State),2,Karnataka,Others,2015-12-30,2017-06-22,18,36.89,0.8,0,0,12,1,0,0,Decree in favour of defendant,
SYNTH-02235,Labour / Employment,NCLAT,3,Tamil Nadu,Manufacturing,2021-08-30,2024-02-16,30,8.27,0.73,0,0,17,1,0,1,Settlement / Compromise,
SYNTH-02236,Commercial Dispute,High Court (Original),3,West Bengal,Telecom,2010-09-13,2012-04-05,19,230.64,0.66,0,0,39,0,1,0,Settlement / Compromise,
SYNTH-02237,Liquidation (IBC),NCLT,2,Punjab,Manufacturing,2014-09-15,2015-12-09,15,41.74,0.3,0,0,0,0,1,1,Settlement / Compromise,29.57
SYNTH-02238,Arbitration,Commercial Court,2,Telangana,Infrastructure,2012-01-26,2014-05-15,28,14.24,0.79,0,0,5,0,0,0,Dismissed on merits,
SYNTH-02239,IP Infringement,Supreme Court,4,West Bengal,Infrastructure,2018-02-11,2020-07-30,30,344.36,0.7,0,0,35,0,1,1,Settlement / Compromise,
SYNTH-02240,Injunction,High Court (Appeal),3,Delhi,Infrastructure,2020-04-27,2024-09-03,53,773.75,0.65,0,0,28,0,0,0,Dismissed on merits,
SYNTH-02241,Partition,High Court (Original),3,Uttar Pradesh,Telecom,2020-07-29,2024-12-05,53,8.15,0.62,0,1,27,1,0,0,Settlement / Compromise,
SYNTH-02242,Appeal (HC),District Court,1,West Bengal,Telecom,2016-04-17,2020-05-26,50,11.9,0.7,0,0,16,1,0,1,Decree in favour of plaintiff,
SYNTH-02243,Arbitration,NCLAT,3,Rajasthan,Manufacturing,2014-07-18,2015-02-13,7,27.92,0.58,1,0,34,0,0,1,Settlement / Compromise,
SYNTH-02244,Liquidation (IBC),Consumer Forum (District),1,Uttar Pradesh,Others,2011-06-28,2014-02-12,32,82.46,0.44,1,0,3,0,0,0,Settlement / Compromise,12.29
SYNTH-02245,Injunction,Supreme Court,4,Delhi,Infrastructure,2019-01-31,2030-06-02,138,44.07,0.7,0,0,32,0,0,0,Decree in favour of defendant,
SYNTH-02246,Appeal (HC),District Court,1,Punjab,Real Estate,2020-09-28,2022-05-21,20,159.14,0.47,0,0,6,1,0,0,Dismissed on merits,
SYNTH-02247,Consumer Dispute,NCLAT,3,West Bengal,Banking & Finance,2011-12-24,2013-04-17,16,6.78,0.55,0,1,36,0,0,1,Settlement / Compromise,
SYNTH-02248,Labour / Employment,Consumer Forum (State),2,Punjab,Real Estate,2013-01-01,2014-01-26,13,284.57,0.7,1,0,0,0,0,0,Dismissed for default,
SYNTH-02249,Civil Suit,Commercial Court,2,Punjab,Manufacturing,2020-03-13,2021-10-04,19,325.55,0.57,0,0,37,0,0,0,Dismissed for default,
SYNTH-02250,Specific Performance,High Court (Appeal),3,Tamil Nadu,Healthcare,2021-06-21,2029-01-10,92,253.07,0.61,0,0,38,0,0,1,Settlement / Compromise,
SYNTH-02251,Commercial Dispute,District Court,1,Tamil Nadu,Healthcare,2021-01-03,2023-12-19,36,1.29,0.43,0,0,33,0,0,1,Decree in favour of plaintiff,
SYNTH-02252,Consumer Dispute,NCLAT,3,Tamil Nadu,Banking & Finance,2020-01-03,2021-09-24,21,1258.11,0.26,0,0,6,0,0,1,Settlement / Compromise,
SYNTH-02253,Arbitration,NCLAT,3,Karnataka,Banking & Finance,2017-08-19,2019-01-11,17,2.76,0.6,0,0,28,0,1,1,Settlement / Compromise,
SYNTH-02254,CIRP (IBC),Consumer Forum (State),2,Uttar Pradesh,Manufacturing,2014-12-29,2016-07-21,19,41.45,0.53,0,0,2,1,0,0,Withdrawn,3.92
SYNTH-02255,Money Recovery,Commercial Court,2,Gujarat,Real Estate,2016-12-25,2018-04-19,16,779.8,0.29,0,0,6,0,0,0,Dismissed for default,11.42
SYNTH-02256,Commercial Dispute,High Court (Appeal),3,Punjab,Telecom,2019-12-16,2024-02-23,51,4.58,0.31,0,0,34,0,0,0,Dismissed for default,
SYNTH-02257,Writ (HC),Consumer Forum (District),1,Telangana,Healthcare,2020-01-05,2020-11-30,11,279.48,0.55,0,0,40,0,0,1,Settlement / Compromise,
SYNTH-02258,Liquidation (IBC),Supreme Court,4,Tamil Nadu,Retail,2016-07-19,2021-12-20,66,30.03,0.39,0,0,18,1,0,1,Decree in favour of plaintiff,28.63
SYNTH-02259,Specific Performance,Supreme Court,4,Uttar Pradesh,Manufacturing,2010-06-27,2015-10-29,65,69.73,0.29,0,0,20,0,0,0,Transferred,
SYNTH-02260,Arbitration,Commercial Court,2,Uttar Pradesh,Retail,2021-03-05,2022-04-29,14,45.9,0.45,0,0,9,0,0,1,Decree in favour of plaintiff,
SYNTH-02261,Labour / Employment,Consumer Forum (State),2,Telangana,Infrastructure,2014-09-04,2017-09-18,37,243.1,0.64,1,0,21,0,0,0,Dismissed for default,
SYNTH-02262,Partition,High Court (Appeal),3,Telangana,Energy,2013-12-05,2015-05-29,18,79.88,0.42,0,0,23,1,0,0,Dismissed for default,
SYNTH-02263,Writ (HC),High Court (Appeal),3,Rajasthan,IT / Technology,2019-09-16,2021-11-04,26,23.34,0.69,1,0,13,1,0,1,Settlement / Compromise,
SYNTH-02264,Injunction,Supreme Court,4,Rajasthan,IT / Technology,2012-09-29,2020-03-21,91,167.23,0.44,0,0,18,0,0,0,Dismissed on merits,
SYNTH-02265,Commercial Dispute,Commercial Court,2,West Bengal,Others,2011-06-06,2012-10-28,17,43.09,0.49,0,0,10,1,0,1,Settlement / Compromise,
SYNTH-02266,Money Recovery,Consumer Forum (State),2,West Bengal,Real Estate,2016-06-06,2018-02-26,21,4177.86,0.74,1,0,19,0,0,1,Settlement / Compromise,56.21
SYNTH-02267,IP Infringement,NCLT,2,Karnataka,Energy,2014-07-25,2015-08-19,13,1251.37,0.63,0,0,8,0,0,1,Decree in favour of plaintiff,
SYNTH-02268,Specific Performance,Supreme Court,4,Gujarat,Real Estate,2015-06-01,2022-05-25,85,32.31,0.78,0,1,9,0,0,1,Decree in favour of plaintiff,
SYNTH-02269,Consumer Dispute,Supreme Court,4,West Bengal,Retail,2014-03-14,2018-08-20,54,35.23,0.31,0,0,28,0,0,0,Dismissed for default,
SYNTH-02270,Commercial Dispute,Supreme Court,4,Delhi,Infrastructure,2011-10-01,2015-10-10,49,350.69,0.25,0,0,15,1,0,0,Dismissed on merits,
SYNTH-02271,Injunction,High Court (Original),3,Uttar Pradesh,Manufacturing,2014-12-09,2017-11-23,36,234.42,0.4,0,1,13,0,0,0,Transferred,
SYNTH-02272,CIRP (IBC),Supreme Court,4,Telangana,IT / Technology,2018-01-12,2024-12-06,84,10.51,0.59,1,0,28,0,0,0,Transferred,4.26
SYNTH-02273,Money Recovery,Supreme Court,4,West Bengal,Healthcare,2016-02-26,2021-05-30,64,20.65,0.41,0,0,22,1,0,1,Decree in favour of plaintiff,83.02
SYNTH-02274,Specific Performance,Supreme Court,4,Karnataka,Retail,2013-02-21,2024-10-21,142,12.64,0.73,0,1,35,0,0,1,Settlement / Compromise,
SYNTH-02275,Money Recovery,High Court (Appeal),3,Karnataka,Infrastructure,2018-01-01,2028-05-08,126,22.39,0.65,0,0,40,1,0,0,Dismissed on merits,5.39
SYNTH-02276,Appeal (HC),Consumer Forum (District),1,Uttar Pradesh,Healthcare,2019-11-03,2020-08-29,10,134.89,0.46,0,0,19,0,1,0,Dismissed on merits,
SYNTH-02277,Injunction,District Court,1,Telangana,Energy,2017-07-03,2023-05-03,71,17.21,0.44,0,0,17,0,0,1,Decree in favour of plaintiff,
SYNTH-02278,CIRP (IBC),Supreme Court,4,Tamil Nadu,Banking & Finance,2013-02-26,2018-11-27,70,54.8,0.35,0,0,0,1,0,0,Decree in favour of defendant,3.18
SYNTH-02279,Arbitration,NCLT,2,Karnataka,Healthcare,2016-03-10,2018-06-28,28,30.96,0.46,0,1,30,1,0,0,Transferred,
SYNTH-02280,Money Recovery,Commercial Court,2,Maharashtra,Infrastructure,2015-11-06,2016-11-30,13,67.36,0.63,0,0,29,0,0,1,Decree in favour of plaintiff,88.24
SYNTH-02281,Specific Performance,District Court,1,Delhi,Energy,2010-04-25,2016-10-20,79,336.48,0.57,0,0,27,0,0,1,Settlement / Compromise,
SYNTH-02282,Liquidation (IBC),NCLAT,3,Maharashtra,Healthcare,2011-02-27,2012-08-20,18,11.54,0.28,0,0,15,1,0,1,Settlement / Compromise,16.45
SYNTH-02283,Money Recovery,Commercial Court,2,Rajasthan,Energy,2015-08-12,2018-01-28,30,169.12,0.38,0,0,40,1,0,1,Settlement / Compromise,91.54
SYNTH-02284,Liquidation (IBC),Commercial Court,2,Gujarat,Telecom,2020-03-25,2021-11-15,20,142.63,0.3,0,0,33,1,0,1,Settlement / Compromise,19.14
SYNTH-02285,Commercial Dispute,District Court,1,Maharashtra,Healthcare,2010-01-19,2012-11-04,34,11.7,0.33,0,0,12,1,0,0,Withdrawn,
SYNTH-02286,Injunction,NCLT,2,Gujarat,Healthcare,2014-05-27,2015-07-21,14,22.9,0.26,1,0,3,1,0,0,Transferred,
SYNTH-02287,Appeal (HC),District Court,1,Delhi,Retail,2017-04-28,2018-10-20,18,23.98,0.75,1,0,6,1,0,1,Decree in favour of plaintiff,
SYNTH-02288,CIRP (IBC),Supreme Court,4,West Bengal,Retail,2010-10-28,2019-04-14,103,41.14,0.31,1,0,37,0,1,0,Dismissed for default,2.28
SYNTH-02289,Partition,High Court (Appeal),3,Punjab,Infrastructure,2021-08-25,2023-11-13,27,178.77,0.33,1,0,2,1,0,1,Settlement / Compromise,
